[25May2023 00:01:26.120] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--gameDir, ., --launchTarget, fmlserver, --fml.forgeVersion, 36.2.34, --fml.mcpVersion, 20210115.111550, --fml.mcVersion, 1.16.5, --fml.forgeGroup, net.minecraftforge, nogui]
[25May2023 00:01:26.124] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 8.1.3+8.1.3+main-8.1.x.c94d18ec starting: java version 1.8.0_371 by Oracle Corporation
[25May2023 00:01:26.585] [main/INFO] [net.minecraftforge.fml.loading.FixSSL/CORE]: Added Lets Encrypt root certificates as additional trust
[25May2023 00:01:26.624] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.4 Source=file:/C:/Users/ruita/OneDrive/Desktop/MinecraftServers/libraries/org/spongepowered/mixin/0.8.4/mixin-0.8.4.jar Service=ModLauncher Env=SERVER
[25May2023 00:01:28.037] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [hellfirepvp.astralsorcery.MixinConnector]
[25May2023 00:01:28.038] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [vazkii.patchouli.common.MixinConnector]
[25May2023 00:01:28.043] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'fmlserver' with arguments [--gameDir, ., nogui]
[25May2023 00:01:28.315] [main/FATAL] [net.minecraftforge.fml.loading.RuntimeDistCleaner/DISTXFORM]: Attempted to load class net/minecraft/client/entity/player/ClientPlayerEntity for invalid dist DEDICATED_SERVER
[25May2023 00:01:28.316] [main/WARN] [mixin/]: Error loading class: net/minecraft/client/entity/player/ClientPlayerEntity (java.lang.RuntimeException: Attempted to load class net/minecraft/client/entity/player/ClientPlayerEntity for invalid dist DEDICATED_SERVER)
[25May2023 00:01:28.317] [main/WARN] [mixin/]: @Mixin target net.minecraft.client.entity.player.ClientPlayerEntity was not found ars_nouveau.mixins.json:ClientElytraMixin
[25May2023 00:01:28.462] [main/INFO] [net.minecraftforge.coremod.CoreMod.astralsorcery/COREMODLOG]: Adding 'reach_set_server_entity_interact' ASM patch...
[25May2023 00:01:28.475] [main/INFO] [net.minecraftforge.coremod.CoreMod.astralsorcery/COREMODLOG]: Added 'reach_set_server_entity_interact' ASM patch!
[25May2023 00:01:28.487] [main/INFO] [net.minecraftforge.coremod.CoreMod.observerlib/COREMODLOG]: Adding 'on_block_change' ASM patch...
[25May2023 00:01:28.498] [main/INFO] [net.minecraftforge.coremod.CoreMod.observerlib/COREMODLOG]: Added 'on_block_change' ASM patch!
[25May2023 00:01:29.559] [main/INFO] [net.minecraftforge.coremod.CoreMod.observerlib/COREMODLOG]: Adding 'on_block_change' ASM patch...
[25May2023 00:01:29.561] [main/INFO] [net.minecraftforge.coremod.CoreMod.observerlib/COREMODLOG]: Added 'on_block_change' ASM patch!
[25May2023 00:01:35.954] [modloading-worker-5/INFO] [wily.betterfurnaces.BetterFurnacesReforged/]: Initializing Update Checker...
[25May2023 00:01:44.959] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded toadstool_mutation.json.
[25May2023 00:01:44.984] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded violet_mutation.json.
[25May2023 00:01:45.026] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded wildflower_mutation.json.
[25May2023 00:01:45.042] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded wilted_lily_mutation.json.
[25May2023 00:01:45.082] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded burning_blossom_plant.json.
[25May2023 00:01:45.086] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded glowflower_plant.json.
[25May2023 00:01:45.088] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded glowshroom_plant.json.
[25May2023 00:01:45.093] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded lavender_plant.json.
[25May2023 00:01:45.126] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded orange_cosmos_plant.json.
[25May2023 00:01:45.179] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded pink_daffodil_plant.json.
[25May2023 00:01:45.244] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded pink_hibiscus_plant.json.
[25May2023 00:01:45.265] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded rose_plant.json.
[25May2023 00:01:45.272] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded toadstool_plant.json.
[25May2023 00:01:45.335] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded violet_plant.json.
[25May2023 00:01:45.412] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded wildflower_plant.json.
[25May2023 00:01:45.427] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded wilted_lily_plant.json.
[25May2023 00:01:45.430] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded alpine_bellflower_mutation.json.
[25May2023 00:01:45.432] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded amaranth_mutation.json.
[25May2023 00:01:45.437] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded angelica_mutation.json.
[25May2023 00:01:45.438] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded begonia_mutation.json.
[25May2023 00:01:45.440] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded bistort_mutation.json.
[25May2023 00:01:45.442] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded black_rose_mutation.json.
[25May2023 00:01:45.444] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded blueberries_mutation.json.
[25May2023 00:01:45.445] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded blue_sage_mutation.json.
[25May2023 00:01:45.446] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded california_poppy_mutation.json.
[25May2023 00:01:45.448] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded crocus_mutation.json.
[25May2023 00:01:45.449] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded cyan_amaranth_mutation.json.
[25May2023 00:01:45.451] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded cyan_rose_mutation.json.
[25May2023 00:01:45.452] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded cyan_tulip_mutation.json.
[25May2023 00:01:45.453] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded daffodil_mutation.json.
[25May2023 00:01:45.456] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded fairy_slipper_mutation.json.
[25May2023 00:01:45.457] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded firecracker_flower_bush_mutation.json.
[25May2023 00:01:45.459] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded golden_spined_cactus_mutation.json.
[25May2023 00:01:45.460] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded green_mushroom_mutation.json.
[25May2023 00:01:45.462] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded green_tulip_mutation.json.
[25May2023 00:01:45.463] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded guzmania_mutation.json.
[25May2023 00:01:45.465] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded horseweed_mutation.json.
[25May2023 00:01:45.472] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded imparius_mushroom_mutation.json.
[25May2023 00:01:45.482] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded incan_lily_mutation.json.
[25May2023 00:01:45.495] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded iris_mutation.json.
[25May2023 00:01:45.498] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded japanese_orchid_mutation.json.
[25May2023 00:01:45.500] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded kovan_flower_mutation.json.
[25May2023 00:01:45.505] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded lazarus_bellflower_mutation.json.
[25May2023 00:01:45.512] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded lolipop_flower_mutation.json.
[25May2023 00:01:45.516] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded magenta_amaranth_mutation.json.
[25May2023 00:01:45.517] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded magenta_tulip_mutation.json.
[25May2023 00:01:45.519] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded mini_cactus_mutation.json.
[25May2023 00:01:45.521] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded orange_amaranth_mutation.json.
[25May2023 00:01:45.523] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded orange_daisy_mutation.json.
[25May2023 00:01:45.525] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded osiria_rose_mutation.json.
[25May2023 00:01:45.525] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded peach_leather_flower_mutation.json.
[25May2023 00:01:45.527] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded pink_allium_mutation.json.
[25May2023 00:01:45.528] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded pink_anemone_mutation.json.
[25May2023 00:01:45.529] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded pink_daffodil_mutation.json.
[25May2023 00:01:45.532] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded pink_orchid_mutation.json.
[25May2023 00:01:45.532] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded prickly_pear_cactus_mutation.json.
[25May2023 00:01:45.545] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded protea_flower_mutation.json.
[25May2023 00:01:45.547] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded purple_amaranth_mutation.json.
[25May2023 00:01:45.548] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded purple_orchid_mutation.json.
[25May2023 00:01:45.550] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded purple_sage_mutation.json.
[25May2023 00:01:45.552] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded purple_tulip_mutation.json.
[25May2023 00:01:45.553] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded red_cornflower_mutation.json.
[25May2023 00:01:45.554] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded red_orchid_mutation.json.
[25May2023 00:01:45.556] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded richea_mutation.json.
[25May2023 00:01:45.558] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded rose_mutation.json.
[25May2023 00:01:45.562] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded silver_vase_flower_mutation.json.
[25May2023 00:01:45.585] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded snowdrops_mutation.json.
[25May2023 00:01:45.591] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded sythian_fungus_mutation.json.
[25May2023 00:01:45.602] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded thereal_bellflower_mutation.json.
[25May2023 00:01:45.628] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded torch_ginger_mutation.json.
[25May2023 00:01:45.638] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded violet_leather_flower_mutation.json.
[25May2023 00:01:45.641] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded weeping_milkcap_mutation.json.
[25May2023 00:01:45.645] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded white_anemone_mutation.json.
[25May2023 00:01:45.649] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded white_sage_mutation.json.
[25May2023 00:01:45.651] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded winter_cyclamen_mutation.json.
[25May2023 00:01:45.654] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded winter_rose_mutation.json.
[25May2023 00:01:45.657] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded winter_scilla_mutation.json.
[25May2023 00:01:45.659] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded wood_blewit_mutation.json.
[25May2023 00:01:45.660] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded yellow_daffodil_mutation.json.
[25May2023 00:01:45.665] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded yellow_tulip_mutation.json.
[25May2023 00:01:45.676] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded alpine_bellflower_plant.json.
[25May2023 00:01:45.695] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded amaranth_plant.json.
[25May2023 00:01:45.707] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded angelica_plant.json.
[25May2023 00:01:45.729] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded begonia_plant.json.
[25May2023 00:01:45.743] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded bistort_plant.json.
[25May2023 00:01:45.754] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded black_rose_plant.json.
[25May2023 00:01:45.764] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded blueberries_plant.json.
[25May2023 00:01:45.774] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded blue_sage_plant.json.
[25May2023 00:01:45.777] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded california_poppy_plant.json.
[25May2023 00:01:45.789] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded crocus_plant.json.
[25May2023 00:01:45.823] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded cyan_amaranth_plant.json.
[25May2023 00:01:45.863] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded cyan_rose_plant.json.
[25May2023 00:01:45.910] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded cyan_tulip_plant.json.
[25May2023 00:01:45.954] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded daffodil_plant.json.
[25May2023 00:01:45.966] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded fairy_slipper_plant.json.
[25May2023 00:01:46.004] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded firecracker_flower_bush_plant.json.
[25May2023 00:01:46.010] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded golden_spined_cactus_plant.json.
[25May2023 00:01:46.023] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded green_mushroom_plant.json.
[25May2023 00:01:46.058] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded green_tulip_plant.json.
[25May2023 00:01:46.088] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded guzmania_plant.json.
[25May2023 00:01:46.123] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded horseweed_plant.json.
[25May2023 00:01:46.138] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded imparius_mushroom_plant.json.
[25May2023 00:01:46.177] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded incan_lily_plant.json.
[25May2023 00:01:46.216] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded iris_plant.json.
[25May2023 00:01:46.233] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded japanese_orchid_plant.json.
[25May2023 00:01:46.248] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded kovan_flower_plant.json.
[25May2023 00:01:46.253] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded lazarus_bellflower_plant.json.
[25May2023 00:01:46.272] [modloading-worker-5/INFO] [com.infinityraider.infinitylib.utility.InfinityLogger/]: [agricraft][agricore]Successfully loaded lolipop_flower_plant.json.
